fch_confirmado;id_region;txt_nombreregion;cant_poblacion;cant_pcr;cant_uci;cant_casosconfirmadoscs;cant_casosconfirmados;cant_casosrecuperados;cant_fallecidos;cant_casosactivos;cant_casosconfirmadosss;cant_casosconfirmadosdiario;cant_ventiladores;cant_ventiladoresdisponibles;cant_ventiladoresocupados;cant_pacientescriticos;cant_camabasica;cant_camamedia;cant_camauti;cant_camauci;cant_pacientesvmi;cant_uci39;cant_uci40a49;cant_uci50a59;cant_uci60a69;cant_uci70;cant_fallecidos39;cant_fallecidos40a49;cant_fallecidos50a59;cant_fallecidos60a69;cant_fallecidos70a79;cant_fallecidos80a89;cant_fallecidos90;cant_pcrhospitalpublicorealizados;cant_pcrinsitutosaludpublicarealizados;cant_pcrprivadosrealizados;cant_pcrrealizados;cant_pcrhospitalpublicoinformadosultdia;cant_pcrinformadosultdia;cant_pcrinsitutosaludpublicainformadosultdia;cant_pcrprivadosinformadosultdia;porc_positividad;porc_cfr;porc_crr;txt_semanaepidemiologica;fch_inicio;fch_fin;txt_cuarentenaactiva;cant_poblacioncomunacuarentena;fch_iniciocuarentena;fch_fincuarentena;cant_cupostotales;cant_usuariosenresidencia;cant_residencias
2020-03-03;0;00. Nacional;19458310;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;Sin Cuarentena;0;;;0;0;0
2020-03-04;0;00. Nacional;19458310;0;0;2;3;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;Sin Cuarentena;0;;;0;0;0
2020-03-05;0;00. Nacional;19458310;0;0;1;4;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;Sin Cuarentena;0;;;0;0;0
2020-03-06;0;00. Nacional;19458310;0;0;1;5;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;Sin Cuarentena;0;;;0;0;0
2020-03-07;0;00. Nacional;19458310;0;0;2;7;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;;;;Sin Cuarentena;0;;;0;0;0
2020-03-08;0;00. Nacional;19458310;0;0;3;10;0;0;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Sin Cuarentena;0;;;0;0;0
2020-03-09;0;00. Nacional;19458310;0;0;5;15;0;0;15;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Sin Cuarentena;0;;;0;0;0
2020-03-10;0;00. Nacional;19458310;0;0;2;17;0;0;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Sin Cuarentena;0;;;0;0;0
2020-03-11;0;00. Nacional;19458310;0;0;6;23;0;0;23;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Sin Cuarentena;0;;;0;0;0
2020-03-12;0;00. Nacional;19458310;0;0;10;33;0;0;33;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-13;0;00. Nacional;19458310;0;0;10;43;0;0;43;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-14;0;00. Nacional;19458310;0;0;18;61;0;0;61;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE11;2020-03-08;2020-03-14;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-15;0;00. Nacional;19458310;0;0;14;75;0;0;75;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE12;2020-03-15;2020-03-21;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-16;0;00. Nacional;19458310;0;0;81;156;0;0;156;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;SE12;2020-03-15;2020-03-21;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-17;0;00. Nacional;19458310;0;0;45;201;1;0;200;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0049751244;SE12;2020-03-15;2020-03-21;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-18;0;00. Nacional;19458310;0;0;37;238;3;0;235;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,012605042;SE12;2020-03-15;2020-03-21;Cuarentena Activa;572;2020-03-12;2020-03-27;0;0;0
2020-03-19;0;00. Nacional;19458310;0;0;104;342;4;0;338;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0116959064;SE12;2020-03-15;2020-03-21;Cuarentena Activa;8849;2020-03-19;2020-04-06;0;0;0
2020-03-20;0;00. Nacional;19458310;0;0;92;434;5;0;429;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0115207373;SE12;2020-03-15;2020-03-21;Cuarentena Activa;8849;2020-03-19;2020-04-06;0;0;0
2020-03-21;0;00. Nacional;19458310;0;0;103;537;6;0;531;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0111731844;SE12;2020-03-15;2020-03-21;Cuarentena Activa;8849;2020-03-19;2020-04-06;0;0;0
2020-03-22;0;00. Nacional;19458310;0;0;95;632;8;1;623;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0015822785;0,0126582278;SE13;2020-03-22;2020-03-28;Cuarentena Activa;10832;2020-03-22;2020-04-06;0;0;0
2020-03-23;0;00. Nacional;19458310;0;0;114;746;11;1;734;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0013404826;0,0147453083;SE13;2020-03-22;2020-03-28;Cuarentena Activa;10832;2020-03-22;2020-04-06;0;0;0
2020-03-24;0;00. Nacional;19458310;0;0;176;922;17;2;903;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0021691974;0,0184381779;SE13;2020-03-22;2020-03-28;Cuarentena Activa;10832;2020-03-22;2020-04-06;0;0;0
2020-03-25;0;00. Nacional;19458310;3290;0;220;1142;22;3;1117;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0668693009;0,0026269702;0,0192644483;SE13;2020-03-22;2020-03-28;Cuarentena Activa;10832;2020-03-22;2020-04-06;0;0;0
2020-03-26;0;00. Nacional;19458310;4886;0;164;1306;33;4;1269;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0335652886;0,0030627871;0,0252679939;SE13;2020-03-22;2020-03-28;Cuarentena Activa;1615594;2020-03-26;2020-04-16;0;0;0
2020-03-27;0;00. Nacional;19458310;7387;0;304;1610;43;5;1562;0;304;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0411533776;0,0031055901;0,0267080745;SE13;2020-03-22;2020-03-28;Cuarentena Activa;1697704;2020-03-27;2020-04-16;0;0;0
2020-03-28;0;00. Nacional;19458310;3534;0;299;1909;61;6;1842;0;299;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,084606678;0,0031430068;0,0319539026;SE13;2020-03-22;2020-03-28;Cuarentena Activa;2000063;2020-03-28;2020-04-30;0;0;0
2020-03-29;0;00. Nacional;19458310;1777;0;230;2139;75;7;2057;0;230;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1294316263;0,0032725573;0,0350631136;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2000063;2020-03-28;2020-04-30;0;0;0
2020-03-30;0;00. Nacional;19458310;3680;0;310;2449;156;8;2285;0;310;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0842391304;0,0032666394;0,0636994692;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2649103;2020-03-30;2020-04-30;0;0;0
2020-03-31;0;00. Nacional;19458310;3046;0;289;2738;201;12;2525;0;289;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0948785292;0,0043827611;0,0734112491;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2649103;2020-03-30;2020-04-30;0;0;0
2020-04-01;0;00. Nacional;19458310;2898;173;293;3031;234;16;2781;0;293;0;0;0;0;0;0;0;0;0;23;23;53;39;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1011042098;0,0052787859;0,0772022435;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2791087;2020-04-01;2020-05-07;0;0;0
2020-04-02;0;00. Nacional;19458310;2685;200;373;3404;335;18;3051;0;373;0;0;0;31;0;0;0;0;0;23;27;67;46;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1389199255;0,0052878966;0,098413631;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2791087;2020-04-01;2020-05-07;0;0;0
2020-04-03;0;00. Nacional;19458310;3405;237;333;3737;427;22;3288;0;333;0;0;0;29;0;0;0;0;0;26;34;74;56;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0977973568;0,0058870752;0,1142627776;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2649022;2020-04-01;2020-05-07;0;0;0
2020-04-04;0;00. Nacional;19458310;4483;280;424;4161;528;27;3606;0;424;0;0;0;38;0;0;0;0;0;40;36;84;68;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0945795226;0,0064888248;0,1268925739;SE14;2020-03-29;2020-04-04;Cuarentena Activa;2649022;2020-04-01;2020-05-07;0;0;0
2020-04-05;0;00. Nacional;19458310;3343;307;310;4471;617;34;3820;0;310;0;0;0;36;0;0;0;0;0;40;40;89;75;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0927310799;0,0076045627;0,1380004473;SE15;2020-04-05;2020-04-11;Cuarentena Activa;2649022;2020-04-01;2020-05-07;0;0;0
2020-04-06;0;00. Nacional;19458310;2908;327;344;4815;728;37;4050;0;344;0;0;0;53;0;0;0;0;0;38;40;95;78;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1182943604;0,0076843198;0,1511941848;SE15;2020-04-05;2020-04-11;Cuarentena Activa;2649022;2020-04-01;2020-05-07;0;0;0
2020-04-07;0;00. Nacional;19458310;2258;337;301;5116;898;43;4175;0;301;0;0;0;54;0;0;0;0;0;39;38;101;82;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1333038087;0,0084050039;0,1755277561;SE15;2020-04-05;2020-04-11;Cuarentena Activa;2638762;2020-04-01;2020-05-07;0;0;0
2020-04-08;0;00. Nacional;19458310;3269;362;430;5546;1115;48;4383;0;430;0;0;0;57;0;0;0;0;0;42;39;109;93;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1315386968;0,0086548864;0,2010457988;SE15;2020-04-05;2020-04-11;Cuarentena Activa;2638762;2020-04-01;2020-05-07;0;0;0
2020-04-09;0;00. Nacional;19458310;7962;360;426;5972;1274;57;4641;0;426;0;0;0;54;0;0;0;0;0;46;48;102;89;75;2;1;1;9;21;19;4;34874;9597;23882;68353;3420;7962;605;3937;0,0535041447;0,0095445412;0,2133288681;SE15;2020-04-05;2020-04-11;Cuarentena Activa;3318448;2020-04-09;2020-05-08;0;0;0
2020-04-10;0;00. Nacional;19458310;4444;383;529;6501;1571;65;4865;0;529;0;0;0;70;0;0;0;0;0;45;48;111;99;80;2;2;2;10;22;21;6;37086;10056;25655;72797;2212;4444;459;1773;0,1190369037;0,0099984618;0,24165513;SE15;2020-04-05;2020-04-11;Cuarentena Activa;3318448;2020-04-09;2020-05-08;0;0;0
2020-04-11;0;00. Nacional;19458310;3577;383;426;6927;1864;73;4990;0;426;0;0;0;83;0;0;0;0;322;43;50;111;100;79;3;2;2;12;24;24;6;39078;10424;26872;76374;1992;3577;368;1217;0,119094213;0,0105384726;0,269091959;SE15;2020-04-05;2020-04-11;Cuarentena Activa;3318448;2020-04-09;2020-05-08;0;0;0
2020-04-12;0;00. Nacional;19458310;5897;387;286;7213;2059;80;5074;0;286;0;0;0;78;0;0;0;0;328;41;48;110;106;82;3;2;3;12;28;25;7;42035;10646;29590;82271;2957;5897;222;2718;0,0484992369;0,0110910855;0,2854568141;SE16;2020-04-12;2020-04-18;Cuarentena Activa;3318448;2020-04-09;2020-05-08;0;0;0
2020-04-13;0;00. Nacional;19458310;2764;387;312;7525;2367;82;5076;0;312;0;0;0;100;0;0;0;0;330;40;45;112;106;84;3;2;3;12;29;26;7;43624;10861;30550;85035;1589;2764;215;960;0,1128798842;0,01089701;0,314551495;SE16;2020-04-12;2020-04-18;Cuarentena Activa;3318448;2020-04-13;2020-05-08;0;0;0
2020-04-14;0;00. Nacional;19458310;2759;379;392;7917;2646;92;5179;0;392;1550;564;986;90;0;0;0;0;315;42;43;105;105;84;3;2;5;12;30;32;8;45265;11007;31522;87794;1641;2759;146;972;0,1420804639;0,0116205633;0,3342175066;SE16;2020-04-12;2020-04-18;Cuarentena Activa;2939849;2020-04-13;2020-05-08;0;0;0
2020-04-15;0;00. Nacional;19458310;4079;389;356;8273;2937;94;5242;0;356;1563;577;986;91;0;0;0;0;315;42;45;107;110;85;3;2;5;12;31;33;8;46889;11186;33798;91873;1624;4079;179;2276;0,0872762932;0,0113622628;0,3550102744;SE16;2020-04-12;2020-04-18;Cuarentena Activa;2939849;2020-04-13;2020-05-08;0;0;0
2020-04-16;0;00. Nacional;19458310;6551;384;534;8807;3299;105;5403;0;534;1582;569;1013;90;384;157;111;384;313;41;43;103;111;86;3;2;6;14;32;38;10;50837;11446;36141;98424;3948;6551;260;2343;0,0815142726;0,0119223345;0,3745883956;SE16;2020-04-12;2020-04-18;Cuarentena Activa;3694237;2020-04-16;2021-12-31;0;0;0
2020-04-17;0;00. Nacional;19458310;5449;385;445;9252;3621;116;5515;0;445;1604;579;1025;97;385;113;168;407;316;38;44;109;107;87;4;2;8;16;36;40;10;53258;11704;38911;103873;2421;5449;258;2770;0,0816663608;0,0125378297;0,3913748379;SE16;2020-04-12;2020-04-18;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-18;0;00. Nacional;19458310;5018;360;478;9730;4035;126;5569;0;478;1627;588;1039;91;360;131;180;380;296;34;41;98;103;84;4;2;8;17;39;44;12;56358;12063;40470;108891;3100;5018;359;1559;0,0952570745;0,0129496403;0,414696814;SE16;2020-04-12;2020-04-18;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-19;0;00. Nacional;19458310;4758;373;358;10088;4338;133;5617;0;358;1627;570;1057;96;407;195;134;373;312;38;40;96;111;88;4;2;9;18;41;46;13;58578;12248;42823;113649;2220;4758;185;2353;0,0752416982;0,013183981;0,4300158604;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-20;0;00. Nacional;19458310;5178;377;419;10507;4676;139;5692;0;419;1621;538;1083;92;424;204;129;377;296;41;38;96;112;90;4;2;11;19;42;47;14;61640;12609;44578;118827;3062;5178;361;1755;0,0809192739;0,0132292757;0,4450366422;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-21;0;00. Nacional;19458310;3530;392;325;10832;4969;147;5716;0;325;1614;521;1093;67;428;202;121;392;303;41;42;97;121;91;5;2;13;20;43;50;14;63919;12838;45600;122357;2279;3530;229;1022;0,0920679887;0,013570901;0,4587333826;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-22;0;00. Nacional;19458310;6365;399;464;11296;5386;160;5750;0;464;1619;545;1074;66;422;219;184;399;309;44;43;96;120;96;5;2;14;26;47;51;15;67290;13087;48345;128722;3371;6365;249;2745;0,0728986646;0,0141643059;0,476805949;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3004412;2020-04-16;2021-12-31;0;0;0
2020-04-23;0;00. Nacional;19458310;6425;411;516;11812;5804;168;5840;0;516;1622;536;1086;75;470;192;120;411;316;55;40;99;120;97;5;3;14;28;48;54;16;70854;13420;50873;135147;3564;6425;333;2528;0,080311284;0,0142228242;0,4913647139;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3390648;2020-04-23;2021-12-31;0;0;0
2020-04-24;0;00. Nacional;19458310;7120;415;494;12306;6327;174;5805;0;494;1625;541;1084;83;489;189;118;415;325;58;45;100;113;99;5;4;14;30;49;56;16;74609;13763;53895;142267;3755;7120;343;3022;0,0693820225;0,0141394442;0,5141394442;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-25;0;00. Nacional;19458310;6945;418;552;12858;6746;181;5931;0;552;1630;572;1058;83;494;193;125;418;321;61;40;102;114;101;6;6;15;31;50;57;16;78360;14130;56722;149212;3751;6945;367;2827;0,0794816415;0,0140768393;0,524653912;SE17;2020-04-19;2020-04-25;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-26;0;00. Nacional;19458310;6763;415;473;13331;7024;189;6118;0;473;1702;620;1082;75;517;212;118;415;319;61;41;101;111;101;6;7;15;33;52;59;17;81708;14381;59886;155975;3348;6763;251;3164;0,069939376;0,0141774811;0,5268922061;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-27;0;00. Nacional;19458310;5260;426;482;13813;7327;198;6288;0;482;1702;592;1110;81;513;225;122;426;325;63;39;105;112;107;6;7;16;35;57;60;17;84556;14623;62056;161235;2848;5260;242;2170;0,091634981;0,0143343227;0,5304423369;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-28;0;00. Nacional;19458310;4930;428;552;14365;7710;207;6448;0;552;1700;583;1117;75;562;242;121;428;317;64;39;105;115;105;6;8;16;35;60;62;20;87485;14896;63784;166165;2929;4930;273;1728;0,1119675456;0,0144100244;0,5367211974;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-29;0;00. Nacional;19458310;6454;418;520;15135;8057;216;6862;250;770;1705;595;1110;67;589;245;130;418;310;58;36;105;108;111;6;9;17;38;60;65;21;90218;15239;67162;172619;2733;6454;343;3378;0,1193058568;0,014271556;0,5323422531;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3158197;2020-04-23;2021-12-31;0;0;0
2020-04-30;0;00. Nacional;19458310;7898;419;780;16023;8580;227;7216;108;888;1708;608;1100;69;595;245;137;419;323;52;41;103;115;108;6;10;17;40;65;68;21;93626;15681;71210;180517;3408;7898;442;4048;0,1124335275;0,0141671347;0,5354802471;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3732359;2020-04-30;2021-12-31;0;0;0
2020-05-01;0;00. Nacional;19458310;8916;428;882;17008;9018;234;7756;103;985;1710;612;1098;65;612;248;161;428;327;50;44;108;115;111;6;10;18;41;68;70;21;97378;16144;75911;189433;3752;8916;463;4701;0,1104755496;0,0137582314;0,5302210724;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3256018;2020-04-30;2021-12-31;0;0;0
2020-05-02;0;00. Nacional;19458310;9967;425;1246;18435;9572;247;8616;181;1427;1825;709;1116;62;653;255;171;425;324;52;42;111;110;110;6;11;18;43;72;75;23;101519;16680;81201;199400;4141;9967;536;5290;0,1431724691;0,0133984269;0,5192297261;SE18;2020-04-26;2020-05-02;Cuarentena Activa;3256018;2020-04-30;2021-12-31;0;0;0
2020-05-03;0;00. Nacional;19458310;6818;449;1112;19663;10041;260;9362;116;1228;1825;674;1151;69;712;256;184;449;339;55;45;118;117;114;6;12;18;45;73;80;26;105222;17229;83767;206218;3703;6818;549;2566;0,1801114696;0,0132228043;0,5106545288;SE19;2020-05-03;2020-05-09;Cuarentena Activa;3256018;2020-04-30;2021-12-31;0;0;0
2020-05-04;0;00. Nacional;19458310;7913;464;876;20643;10415;270;9958;104;980;1825;654;1174;71;787;280;198;464;354;55;50;122;123;114;6;12;20;46;76;83;27;109158;17669;87304;214131;3936;7913;440;3537;0,1238468343;0,0130794943;0,5045293804;SE19;2020-05-03;2020-05-09;Cuarentena Activa;3256018;2020-04-30;2021-12-31;0;0;0
2020-05-05;0;00. Nacional;19458310;7964;470;1317;22016;10710;275;11031;56;1373;1825;640;1185;77;836;278;214;470;356;54;50;115;130;121;6;13;20;46;76;85;29;112939;18206;90950;222095;3781;7964;537;3646;0,1724008036;0,0124909157;0,4864643895;SE19;2020-05-03;2020-05-09;Cuarentena Activa;4230244;2020-05-05;2021-12-31;0;0;0
2020-05-06;0;00. Nacional;19458310;10013;486;893;23048;11189;281;11578;139;1032;1825;636;1189;85;908;308;213;486;385;53;48;123;141;121;6;13;20;47;76;89;30;117156;18636;96316;232108;4217;10013;430;5366;0,1030660142;0,0121919472;0,4854651163;SE19;2020-05-03;2020-05-09;Cuarentena Activa;4230244;2020-05-05;2021-12-31;0;0;0
2020-05-07;0;00. Nacional;19458310;12118;493;1343;24581;11664;285;12632;190;1533;1825;627;1198;79;989;328;219;493;391;53;52;127;138;123;6;13;21;47;76;92;30;121905;19836;102485;244226;4749;12118;1200;6169;0,1265060241;0,0115943208;0,4745128351;SE19;2020-05-03;2020-05-09;Cuarentena Activa;4230244;2020-05-05;2021-12-31;0;0;0
2020-05-08;0;00. Nacional;19458310;11735;508;1183;25972;12160;294;13518;208;1391;1825;595;1230;79;1055;351;239;508;419;53;56;124;149;126;7;14;21;49;80;93;30;126551;20472;108938;255961;4646;11735;636;6453;0,1185342991;0,011319883;0,4681965193;SE19;2020-05-03;2020-05-09;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-09;0;00. Nacional;19458310;11943;544;1004;27219;12667;304;14248;243;1247;1825;549;1276;84;1119;359;237;544;445;59;66;134;154;131;7;15;22;52;82;93;33;131117;21276;115511;267904;4566;11943;804;6573;0,1044126266;0,0111686689;0,4653734524;SE19;2020-05-03;2020-05-09;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-10;0;00. Nacional;19458310;12780;565;1406;28866;13112;312;15442;241;1647;1825;550;1275;87;1163;372;262;565;470;61;68;139;160;137;7;16;22;54;84;95;34;137284;21878;121522;280684;6167;12780;602;6011;0,1288732394;0,0108085637;0,4542368184;SE20;2020-05-10;2020-05-16;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-11;0;00. Nacional;19458310;13373;574;975;30063;13605;323;16135;222;1197;1912;606;1306;80;1201;391;280;574;474;62;73;136;166;137;7;16;23;56;89;96;36;142795;22461;128801;294057;5511;13373;583;7279;0,0895087116;0,010744104;0,4525496457;SE20;2020-05-10;2020-05-16;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-12;0;00. Nacional;19458310;9283;604;1479;31721;14125;335;17261;179;1658;1912;582;1330;113;1291;413;285;604;494;73;71;145;176;139;8;18;24;56;92;99;38;146747;23542;133051;303340;3952;9283;1081;4250;0,1786060541;0,0105608272;0,4452886101;SE20;2020-05-10;2020-05-16;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-13;0;00. Nacional;19458310;10410;642;2152;34381;14865;346;19170;508;2660;1912;553;1359;118;1426;443;307;642;538;77;75;152;188;150;8;19;27;58;94;102;38;150570;24239;138941;313750;3823;10410;697;5890;0,2555235351;0,010063698;0,432360897;SE20;2020-05-10;2020-05-16;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-14;0;00. Nacional;19458310;11502;663;2301;37040;15655;368;21017;358;2659;1912;515;1397;114;1532;474;336;663;555;78;77;162;197;149;9;22;27;63;102;107;38;155863;25330;144224;325417;5293;11502;1091;5118;0,2311771866;0,0099352052;0,4226511879;SE20;2020-05-10;2020-05-16;Cuarentena Activa;5752244;2020-05-08;2021-12-31;0;0;0
2020-05-15;0;00. Nacional;19458310;16095;711;2112;39542;16614;394;22534;390;2502;1912;419;1493;124;1605;511;342;711;584;82;84;182;213;150;10;22;31;65;110;117;39;162975;26266;152271;341512;7112;16095;936;8047;0,1554520037;0,0099640888;0,4201608416;SE20;2020-05-10;2020-05-16;Cuarentena Activa;8600860;2020-05-15;2021-12-31;0;0;0
2020-05-16;0;00. Nacional;19458310;8813;751;1573;41428;18014;421;22993;313;1886;1912;414;1498;127;1656;548;378;751;624;94;95;188;214;160;10;24;32;73;118;123;41;166097;27511;156717;350325;3122;8813;1245;4446;0,2140020424;0,0101622091;0,4348266873;SE20;2020-05-10;2020-05-16;Cuarentena Activa;8261783;2020-05-15;2021-12-31;0;0;0
2020-05-17;0;00. Nacional;19458310;13171;769;2024;43781;19213;450;24118;329;2353;2130;569;1561;131;1779;554;416;769;627;95;94;196;217;167;10;25;35;78;126;132;44;172275;28860;162361;363496;6178;13171;1349;5644;0,1786500645;0,0102784313;0,4388433339;SE21;2020-05-17;2020-05-23;Cuarentena Activa;8261783;2020-05-15;2021-12-31;0;0;0
2020-05-18;0;00. Nacional;19458310;17515;807;2018;46059;20165;478;25416;260;2278;2130;526;1604;116;1964;567;462;807;670;100;98;211;222;176;10;28;40;82;133;136;49;179351;29789;171871;381011;7076;17515;929;9510;0,1300599486;0,0103779934;0,4378080288;SE21;2020-05-17;2020-05-23;Cuarentena Activa;8261783;2020-05-15;2021-12-31;0;0;0
2020-05-19;0;00. Nacional;19458310;16189;876;3099;49579;21507;509;27563;421;3520;2130;455;1675;134;2063;638;486;876;728;110;111;231;242;182;11;30;47;83;141;145;52;186696;31366;179138;397200;7345;16189;1577;7267;0,2174315894;0,0102664435;0,4337925331;SE21;2020-05-17;2020-05-23;Cuarentena Activa;8261783;2020-05-15;2021-12-31;0;0;0
