"N...Region";"Comuna";"Region";"Comuna.1";"Poblacion";"Casos.Nuevos";"Contactos.Nuevos";"X.";"SE"
10;"Quinchao";"Los Lagos";"Quinchao";8298;"18";"60";"3.3";66
8;"Yumbel";"Biobio";"Yumbel";22132;"70";"233";"3.3";66
14;"Lanco";"Los Rios";"Lanco";17652;"77";"256";"3.3";66
2;"Tocopilla";"Antofagasta";"Tocopilla";28079;"20";"66";"3.3";66
16;"Chillan Viejo";"Nuble";"Chillan Viejo";33827;"117";"385";"3.3";66
16;"Bulnes";"Nuble";"Bulnes";22607;"45";"148";"3.3";66
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"59";"194";"3.3";66
8;"Cabrero";"Biobio";"Cabrero";30725;"120";"389";"3.2";66
8;"Florida";"Biobio";"Florida";11841;"25";"81";"3.2";66
5;"Papudo";"Valparaiso";"Papudo";6201;"26";"84";"3.2";66
9;"Cunco";"La Araucania";"Cunco";18055;"54";"174";"3.2";66
8;"Hualpen";"Biobio";"Hualpen";97273;"459";"1466";"3.2";66
13;"Maria Pinto";"Metropolitana";"Maria Pinto";14926;"50";"159";"3.2";66
9;"Temuco";"La Araucania";"Temuco";302931;"1199";"3809";"3.2";66
10;"Cochamo";"Los Lagos";"Cochamo";4006;"19";"60";"3.2";66
16;"San Carlos";"Nuble";"San Carlos";56252;"197";"622";"3.2";66
16;"Quillon";"Nuble";"Quillon";18777;"48";"151";"3.1";66
8;"Chiguayante";"Biobio";"Chiguayante";91180;"256";"805";"3.1";66
8;"Los Alamos";"Biobio";"Los Alamos";22524;"35";"110";"3.1";66
9;"Cholchol";"La Araucania";"Cholchol";12341;"23";"72";"3.1";66
8;"Nacimiento";"Biobio";"Nacimiento";27944;"135";"420";"3.1";66
9;"Lumaco";"La Araucania";"Lumaco";10050;"41";"127";"3.1";66
3;"Vallenar";"Atacama";"Vallenar";57009;"128";"394";"3.1";66
5;"Quillota";"Valparaiso";"Quillota";97572;"320";"979";"3.1";66
10;"Castro";"Los Lagos";"Castro";47607;"84";"256";"3";66
3;"Chanaral";"Atacama";"Chanaral";13164;"22";"67";"3";66
7;"Talca";"Maule";"Talca";236724;"589";"1789";"3";66
6;"Machali";"Del Libertador General Bernardo OHiggins";"Machali";59913;"56";"170";"3";66
14;"Lago Ranco";"Los Rios";"Lago Ranco";10292;"36";"109";"3";66
5;"Vina del Mar";"Valparaiso";"Vina del Mar";361371;"1251";"3777";"3";66
14;"Futrono";"Los Rios";"Futrono";15261;"61";"183";"3";66
8;"Concepcion";"Biobio";"Concepcion";238092;"763";"2284";"3";66
2;"Antofagasta";"Antofagasta";"Antofagasta";425725;"718";"2148";"3";66
8;"Lota";"Biobio";"Lota";45750;"188";"559";"3";66
9;"Padre Las Casas";"La Araucania";"Padre Las Casas";82110;"313";"929";"3";66
9;"Pitrufquen";"La Araucania";"Pitrufquen";26096;"106";"314";"3";66
5;"Nogales";"Valparaiso";"Nogales";23490;"73";"216";"3";66
6;"Pichilemu";"Del Libertador General Bernardo OHiggins";"Pichilemu";17882;"21";"62";"3";66
8;"Talcahuano";"Biobio";"Talcahuano";158345;"560";"1647";"2.9";66
6;"Marchihue";"Del Libertador General Bernardo OHiggins";"Marchihue";7632;"16";"47";"2.9";66
3;"Copiapo";"Atacama";"Copiapo";171766;"348";"1018";"2.9";66
6;"Pichidegua";"Del Libertador General Bernardo OHiggins";"Pichidegua";20743;"38";"111";"2.9";66
16;"Quirihue";"Nuble";"Quirihue";12192;"12";"35";"2.9";66
8;"Arauco";"Biobio";"Arauco";38679;"119";"347";"2.9";66
6;"San Vicente";"Del Libertador General Bernardo OHiggins";"San Vicente";50617;"118";"344";"2.9";66
9;"Carahue";"La Araucania";"Carahue";25486;"67";"195";"2.9";66
5;"Quilpue";"Valparaiso";"Quilpue";167085;"441";"1283";"2.9";66
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"55";"160";"2.9";66
13;"Alhue";"Metropolitana";"Alhue";7405;"32";"93";"2.9";66
9;"Angol";"La Araucania";"Angol";56058;"159";"461";"2.9";66
14;"Los Lagos";"Los Rios";"Los Lagos";20518;"91";"262";"2.9";66
7;"Empedrado";"Maule";"Empedrado";4206;"8";"23";"2.9";66
7;"Pelarco";"Maule";"Pelarco";9083;"31";"89";"2.9";66
7;"Linares";"Maule";"Linares";101073;"366";"1049";"2.9";66
6;"Mostazal";"Del Libertador General Bernardo OHiggins";"Mostazal";27462;"55";"157";"2.9";66
5;"Casablanca";"Valparaiso";"Casablanca";29170;"68";"194";"2.9";66
6;"Nancagua";"Del Libertador General Bernardo OHiggins";"Nancagua";19141;"52";"148";"2.8";66
9;"Perquenco";"La Araucania";"Perquenco";7223;"26";"74";"2.8";66
8;"Los Angeles";"Biobio";"Los Angeles";218515;"769";"2184";"2.8";66
12;"Punta Arenas";"Magallanes y la Antartica";"Punta Arenas";141984;"205";"582";"2.84";66
8;"San Rosendo";"Biobio";"San Rosendo";3611;"18";"51";"2.8";66
10;"Ancud";"Los Lagos";"Ancud";42458;"73";"206";"2.8";66
8;"Tome";"Biobio";"Tome";58729;"127";"356";"2.8";66
4;"Combarbala";"Coquimbo";"Combarbala";13884;"10";"28";"2.8";66
4;"Los Vilos";"Coquimbo";"Los Vilos";23374;"35";"98";"2.8";66
8;"Canete";"Biobio";"Canete";37003;"50";"140";"2.8";66
5;"Valparaiso";"Valparaiso";"Valparaiso";315732;"1254";"3511";"2.8";66
13;"La Florida";"Metropolitana";"La Florida";402433;"1307";"3657";"2.8";66
5;"La Ligua";"Valparaiso";"La Ligua";37739;"90";"251";"2.8";66
7;"Pencahue";"Maule";"Pencahue";8601;"14";"39";"2.8";66
9;"Curarrehue";"La Araucania";"Curarrehue";7802;"28";"78";"2.8";66
13;"La Pintana";"Metropolitana";"La Pintana";189335;"625";"1740";"2.8";66
7;"Teno";"Maule";"Teno";30850;"87";"240";"2.8";66
7;"Longavi";"Maule";"Longavi";32810;"67";"184";"2.7";66
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"46";"126";"2.7";66
5;"El Quisco";"Valparaiso";"El Quisco";17742;"19";"52";"2.7";66
5;"Limache";"Valparaiso";"Limache";49931;"47";"128";"2.7";66
12;"Porvenir";"Magallanes y la Antartica";"Porvenir";7323;"18";"49";"2.72";66
7;"Hualane";"Maule";"Hualane";10222;"39";"106";"2.7";66
10;"Puerto Varas";"Los Lagos";"Puerto Varas";48620;"99";"269";"2.7";66
2;"Mejillones";"Antofagasta";"Mejillones";14776;"28";"76";"2.7";66
6;"Requinoa";"Del Libertador General Bernardo OHiggins";"Requinoa";30371;"90";"244";"2.7";66
5;"Puchuncavi";"Valparaiso";"Puchuncavi";20071;"58";"157";"2.7";66
8;"Lebu";"Biobio";"Lebu";27100;"49";"132";"2.7";66
5;"Olmue";"Valparaiso";"Olmue";19266;"42";"113";"2.7";66
7;"Colbun";"Maule";"Colbun";22565;"74";"199";"2.7";66
9;"Tolten";"La Araucania";"Tolten";10055;"16";"43";"2.7";66
1;"Alto Hospicio";"Tarapaca";"Alto Hospicio";129999;"328";"881";"2.7";66
7;"Curico";"Maule";"Curico";163626;"565";"1513";"2.7";66
8;"Penco";"Biobio";"Penco";49865;"204";"546";"2.7";66
5;"Villa Alemana";"Valparaiso";"Villa Alemana";139310;"373";"997";"2.7";66
6;"San Fernando";"Del Libertador General Bernardo OHiggins";"San Fernando";78642;"453";"1210";"2.7";66
4;"La Higuera";"Coquimbo";"La Higuera";4450;"6";"16";"2.7";66
8;"Curanilahue";"Biobio";"Curanilahue";33892;"60";"160";"2.7";66
5;"Calera";"Valparaiso";"Calera";53591;"228";"604";"2.6";66
7;"San Clemente";"Maule";"San Clemente";46292;"165";"432";"2.6";66
13;"Melipilla";"Metropolitana";"Melipilla";141612;"338";"883";"2.6";66
10;"Quellon";"Los Lagos";"Quellon";29309;"35";"91";"2.6";66
10;"Quemchi";"Los Lagos";"Quemchi";8783;"15";"39";"2.6";66
NA;"";"";"";NA;"25616";"81626";"3.19";66
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"12";"31";"2.6";66
1;"Pozo Almonte";"Tarapaca";"Pozo Almonte";17395;"33";"85";"2.6";66
6;"Rancagua";"Del Libertador General Bernardo OHiggins";"Rancagua";265211;"699";"1799";"2.6";66
16;"Ranquil";"Nuble";"Ranquil";6261;"14";"36";"2.6";66
6;"Rengo";"Del Libertador General Bernardo OHiggins";"Rengo";63710;"117";"300";"2.6";66
14;"Mafil";"Los Rios";"Mafil";7389;"58";"148";"2.6";66
7;"Retiro";"Maule";"Retiro";21071;"42";"107";"2.5";66
5;"San Antonio";"Valparaiso";"San Antonio";96761;"193";"491";"2.5";66
6;"Donihue";"Del Libertador General Bernardo OHiggins";"Donihue";22700;"41";"104";"2.5";66
9;"Galvarino";"La Araucania";"Galvarino";12633;"69";"175";"2.5";66
9;"Gorbea";"La Araucania";"Gorbea";15148;"30";"76";"2.5";66
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"51";"129";"2.5";66
14;"Paillaco";"Los Rios";"Paillaco";20798;"106";"268";"2.5";66
7;"San Rafael";"Maule";"San Rafael";9959;"28";"70";"2.5";66
9;"Renaico";"La Araucania";"Renaico";10833;"38";"95";"2.5";66
14;"Valdivia";"Los Rios";"Valdivia";176774;"681";"1694";"2.5";66
10;"San Pablo";"Los Lagos";"San Pablo";10553;"27";"67";"2.5";66
1;"Iquique";"Tarapaca";"Iquique";223463;"855";"2121";"2.5";66
13;"San Joaquin";"Metropolitana";"San Joaquin";103485;"296";"733";"2.5";66
8;"Tirua";"Biobio";"Tirua";11019;"13";"32";"2.5";66
5;"Calle Larga";"Valparaiso";"Calle Larga";16482;"44";"108";"2.5";66
13;"Paine";"Metropolitana";"Paine";82766;"134";"328";"2.4";66
7;"Constitucion";"Maule";"Constitucion";50348;"208";"509";"2.4";66
12;"Natales";"Magallanes y la Antartica";"Natales";23782;"47";"115";"2.45";66
5;"San Esteban";"Valparaiso";"San Esteban";20643;"34";"83";"2.4";66
5;"Cabildo";"Valparaiso";"Cabildo";20663;"25";"61";"2.4";66
6;"Malloa";"Del Libertador General Bernardo OHiggins";"Malloa";14163;"41";"100";"2.4";66
13;"Maipu";"Metropolitana";"Maipu";578605;"938";"2283";"2.4";66
10;"Llanquihue";"Los Lagos";"Llanquihue";18621;"25";"60";"2.4";66
10;"Calbuco";"Los Lagos";"Calbuco";36744;"50";"119";"2.4";66
5;"Los Andes";"Valparaiso";"Los Andes";68093;"164";"385";"2.3";66
10;"Puerto Octay";"Los Lagos";"Puerto Octay";9192;"29";"68";"2.3";66
7;"Curepto";"Maule";"Curepto";9426;"3";"7.0";"2.3";66
7;"Yerbas Buenas";"Maule";"Yerbas Buenas";19200;"77";"179";"2.3";66
7;"Rauco";"Maule";"Rauco";11248;"44";"102";"2.3";66
3;"Caldera";"Atacama";"Caldera";19426;"63";"146";"2.3";66
5;"San Felipe";"Valparaiso";"San Felipe";83494;"189";"437";"2.3";66
10;"Frutillar";"Los Lagos";"Frutillar";20223;"49";"113";"2.3";66
2;"Taltal";"Antofagasta";"Taltal";13657;"14";"32";"2.3";66
13;"Renca";"Metropolitana";"Renca";160847;"847";"1936";"2.3";66
13;"Pudahuel";"Metropolitana";"Pudahuel";253139;"779";"1780";"2.3";66
6;"Graneros";"Del Libertador General Bernardo OHiggins";"Graneros";36504;"77";"175";"2.3";66
14;"Mariquina";"Los Rios";"Mariquina";23250;"148";"334";"2.3";66
13;"La Cisterna";"Metropolitana";"La Cisterna";100434;"262";"591";"2.3";66
6;"Navidad";"Del Libertador General Bernardo OHiggins";"Navidad";6904;"8";"18";"2.3";66
13;"Conchali";"Metropolitana";"Conchali";139195;"453";"1019";"2.2";66
7;"Sagrada Familia";"Maule";"Sagrada Familia";19469;"40";"89";"2.2";66
13;"Lampa";"Metropolitana";"Lampa";126898;"149";"330";"2.2";66
10;"Chonchi";"Los Lagos";"Chonchi";16013;"47";"104";"2.2";66
10;"Purranque";"Los Lagos";"Purranque";21080;"69";"152";"2.2";66
16;"Treguaco";"Nuble";"Treguaco";5696;"20";"44";"2.2";66
14;"La Union";"Los Rios";"La Union";39538;"168";"368";"2.2";66
5;"El Tabo";"Valparaiso";"El Tabo";14338;"44";"96";"2.2";66
13;"Macul";"Metropolitana";"Macul";134635;"342";"742";"2.2";66
10;"Queilen";"Los Lagos";"Queilen";5543;"6";"13";"2.2";66
5;"Quintero";"Valparaiso";"Quintero";36135;"68";"147";"2.2";66
6;"Codegua";"Del Libertador General Bernardo OHiggins";"Codegua";14096;"55";"118";"2.1";66
7;"Romeral";"Maule";"Romeral";16170;"62";"133";"2.1";66
13;"Huechuraba";"Metropolitana";"Huechuraba";112528;"302";"646";"2.1";66
13;"Curacavi";"Metropolitana";"Curacavi";36430;"102";"218";"2.1";66
13;"Padre Hurtado";"Metropolitana";"Padre Hurtado";74188;"190";"404";"2.1";66
2;"Calama";"Antofagasta";"Calama";190336;"353";"750";"2.1";66
3;"Diego de Almagro";"Atacama";"Diego de Almagro";14358;"33";"70";"2.1";66
13;"La Granja";"Metropolitana";"La Granja";122557;"544";"1153";"2.1";66
13;"San Pedro";"Metropolitana";"San Pedro";11953;"28";"59";"2.1";66
7;"Vichuquen";"Maule";"Vichuquen";4381;"10";"21";"2.1";66
10;"Hualaihue";"Los Lagos";"Hualaihue";9525;"20";"42";"2.1";66
13;"Independencia";"Metropolitana";"Independencia";142065;"311";"649";"2.1";66
10;"Rio Negro";"Los Lagos";"Rio Negro";14275;"48";"100";"2.1";66
13;"Cerrillos";"Metropolitana";"Cerrillos";88956;"164";"341";"2.1";66
13;"Lo Prado";"Metropolitana";"Lo Prado";104403;"476";"988";"2.1";66
13;"San Ramon";"Metropolitana";"San Ramon";86510;"213";"442";"2.1";66
13;"Penaflor";"Metropolitana";"Penaflor";101058;"215";"446";"2.1";66
13;"San Jose de Maipo";"Metropolitana";"San Jose de Maipo";18644;"41";"85";"2.1";66
10;"Puerto Montt";"Los Lagos";"Puerto Montt";269398;"536";"1106";"2.1";66
13;"San Miguel";"Metropolitana";"San Miguel";133059;"406";"836";"2.1";66
11;"Guaitecas";"Aisen";"Guaitecas";1599;"20";"41";"2.1";66
13;"Isla de Maipo";"Metropolitana";"Isla de Maipo";40171;"157";"320";"2";66
13;"Quinta Normal";"Metropolitana";"Quinta Normal";136368;"298";"606";"2";66
13;"Recoleta";"Metropolitana";"Recoleta";190075;"390";"789";"2";66
13;"Colina";"Metropolitana";"Colina";180353;"280";"564";"2";66
10;"Dalcahue";"Los Lagos";"Dalcahue";15069;"41";"82";"2";66
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"1";"2";"2";66
10;"Puyehue";"Los Lagos";"Puyehue";11787;"61";"122";"2";66
11;"Cochrane";"Aisen";"Cochrane";3685;"2";"4";"2";66
13;"La Reina";"Metropolitana";"La Reina";100252;"245";"487";"2";66
13;"Penalolen";"Metropolitana";"Penalolen";266798;"818";"1604";"2";66
7;"Parral";"Maule";"Parral";44544;"79";"154";"1.9";66
14;"Rio Bueno";"Los Rios";"Rio Bueno";32925;"157";"302";"1.9";66
7;"San Javier";"Maule";"San Javier";49451;"198";"376";"1.9";66
10;"Los Muermos";"Los Lagos";"Los Muermos";17817;"42";"79";"1.9";66
13;"San Bernardo";"Metropolitana";"San Bernardo";334836;"985";"1843";"1.9";66
7;"Molina";"Maule";"Molina";49800;"193";"360";"1.9";66
13;"Calera de Tango";"Metropolitana";"Calera de Tango";28525;"61";"113";"1.9";66
13;"El Bosque";"Metropolitana";"El Bosque";172000;"680";"1256";"1.8";66
13;"Estacion Central";"Metropolitana";"Estacion Central";206792;"418";"771";"1.8";66
13;"Cerro Navia";"Metropolitana";"Cerro Navia";142465;"389";"709";"1.8";66
13;"Talagante";"Metropolitana";"Talagante";81838;"105";"189";"1.8";66
1;"Huara";"Tarapaca";"Huara";3000;"14";"25";"1.8";66
13;"Las Condes";"Metropolitana";"Las Condes";330759;"592";"1048";"1.8";66
13;"Lo Espejo";"Metropolitana";"Lo Espejo";103865;"286";"506";"1.8";66
13;"Pedro Aguirre Cerda";"Metropolitana";"Pedro Aguirre Cerda";107803;"321";"558";"1.7";66
10;"Maullin";"Los Lagos";"Maullin";14894;"29";"50";"1.7";66
13;"Santiago";"Metropolitana";"Santiago";503147;"929";"1595";"1.7";66
10;"Fresia";"Los Lagos";"Fresia";12656;"15";"25";"1.7";66
13;"Puente Alto";"Metropolitana";"Puente Alto";645909;"2048";"3395";"1.7";66
9;"Puren";"La Araucania";"Puren";12188;"35";"58";"1.7";66
6;"Paredones";"Del Libertador General Bernardo OHiggins";"Paredones";6349;"14";"23";"1.6";66
6;"Chepica";"Del Libertador General Bernardo OHiggins";"Chepica";15925;"26";"42";"1.6";66
5;"Llaillay";"Valparaiso";"Llaillay";26533;"86";"137";"1.6";66
10;"San Juan de la Costa";"Los Lagos";"San Juan de la Costa";7639;"50";"79";"1.6";66
13;"Lo Barnechea";"Metropolitana";"Lo Barnechea";124076;"273";"428";"1.6";66
10;"Osorno";"Los Lagos";"Osorno";173410;"541";"833";"1.5";66
6;"Coltauco";"Del Libertador General Bernardo OHiggins";"Coltauco";21263;"34";"51";"1.5";66
5;"Algarrobo";"Valparaiso";"Algarrobo";15174;"47";"70";"1.5";66
13;"El Monte";"Metropolitana";"El Monte";40014;"75";"108";"1.4";66
14;"Corral";"Los Rios";"Corral";5447;"25";"35";"1.4";66
8;"Antuco";"Biobio";"Antuco";4306;"9";"12";"1.3";66
11;"Rio Ibanez";"Aisen";"Rio Ibanez";2699;"3";"4";"1.3";66
2;"San Pedro de Atacama";"Antofagasta";"San Pedro de Atacama";10434;"11";"12";"1.1";66
13;"nunoa";"Metropolitana";"nunoa";250192;"645";"689";"1.1";66
13;"Quilicura";"Metropolitana";"Quilicura";254694;"698";"734";"1.1";66
13;"Tiltil";"Metropolitana";"Tiltil";21477;"44";"39";"0.9";66
15;"Putre";"Arica y Parinacota";"Putre";2515;"7";"5";"0.7";66
13;"Pirque";"Metropolitana";"Pirque";30433;"154";"108";"0.7";66
15;"Camarones";"Arica y Parinacota";"Camarones";1233;"-";"-";NA;66
15;"General Lagos";"Arica y Parinacota";"General Lagos";810;"-";"-";NA;66
1;"Camina";"Tarapaca";"Camina";1375;"-";"-";NA;66
1;"Colchane";"Tarapaca";"Colchane";1583;"-";"-";NA;66
2;"Ollagüe";"Antofagasta";"Ollagüe";287;"-";"-";NA;66
2;"Sierra Gorda";"Antofagasta";"Sierra Gorda";1746;"-";"-";NA;66
5;"Isla de Pascua";"Valparaiso";"Isla de Pascua";8277;"-";"-";NA;66
5;"Juan Fernandez";"Valparaiso";"Juan Fernandez";1033;"-";"-";NA;66
10;"Palena";"Los Lagos";"Palena";1827;"-";"13";NA;66
11;"Lago Verde";"Aisen";"Lago Verde";920;"-";"4";NA;66
11;"O'Higgins";"Aisen";"O'Higgins";661;"-";"-";NA;66
11;"Tortel";"Aisen";"Tortel";572;"-";"-";NA;66
12;"Antartica";"Magallanes y la Antartica";"Antartica";137;"-";"-";NA;66
12;"Cabo de Hornos";"Magallanes y la Antartica";"Cabo de Hornos";1983;"-";"12";NA;66
12;"Laguna Blanca";"Magallanes y la Antartica";"Laguna Blanca";264;"-";"-";NA;66
12;"Primavera";"Magallanes y la Antartica";"Primavera";694;"-";"-";NA;66
12;"Rio Verde";"Magallanes y la Antartica";"Rio Verde";211;"-";"-";NA;66
12;"San Gregorio";"Magallanes y la Antartica";"San Gregorio";681;"1";"-";NA;66
12;"Timaukel";"Magallanes y la Antartica";"Timaukel";282;"-";"-";NA;66
12;"Torres del Paine";"Magallanes y la Antartica";"Torres del Paine";1021;"-";"-";NA;66
8;"Alto Biobio";"Biobio";"Alto Biobio";6775;"1";"16";"16";65
4;"Canela";"Coquimbo";"Canela";9546;"7";"54";"7.7";65
10;"Chaiten";"Los Lagos";"Chaiten";5020;"2";"15";"7.5";65
4;"Combarbala";"Coquimbo";"Combarbala";13884;"5";"37";"7.4";65
16;"El Carmen";"Nuble";"El Carmen";12334;"25";"181";"7.2";65
4;"La Higuera";"Coquimbo";"La Higuera";4450;"6";"42";"7";65
4;"Rio Hurtado";"Coquimbo";"Rio Hurtado";4372;"3";"21";"7";65
4;"Salamanca";"Coquimbo";"Salamanca";29110;"32";"208";"6.5";65
3;"Tierra Amarilla";"Atacama";"Tierra Amarilla";14312;"16";"103";"6.4";65
6;"Lolol";"Del Libertador General Bernardo OHiggins";"Lolol";7289;"3";"19";"6.3";65
8;"San Rosendo";"Biobio";"San Rosendo";3611;"5";"31";"6.2";65
6;"Palmilla";"Del Libertador General Bernardo OHiggins";"Palmilla";13299;"26";"153";"5.9";65
16;"San Fabian";"Nuble";"San Fabian";4654;"13";"76";"5.8";65
11;"Aisen";"Aisen";"Aisen";25002;"15";"87";"5.8";65
14;"Corral";"Los Rios";"Corral";5447;"14";"78";"5.6";65
6;"Coinco";"Del Libertador General Bernardo OHiggins";"Coinco";7831;"2";"11";"5.5";65
5;"Panquehue";"Valparaiso";"Panquehue";7633;"10";"52";"5.2";65
8;"Florida";"Biobio";"Florida";11841;"18";"93";"5.2";65
2;"Maria Elena";"Antofagasta";"Maria Elena";6814;"8";"41";"5.1";65
10;"Futaleufu";"Los Lagos";"Futaleufu";2806;"9";"46";"5.1";65
5;"Petorca";"Valparaiso";"Petorca";10558;"9";"45";"5";65
8;"Negrete";"Biobio";"Negrete";10429;"27";"134";"5";65
6;"Pumanque";"Del Libertador General Bernardo OHiggins";"Pumanque";3531;"8";"38";"4.8";65
4;"Andacollo";"Coquimbo";"Andacollo";11791;"7";"33";"4.7";65
8;"Tucapel";"Biobio";"Tucapel";15205;"29";"136";"4.7";65
4;"Monte Patria";"Coquimbo";"Monte Patria";32527;"42";"196";"4.7";65
4;"Illapel";"Coquimbo";"Illapel";32801;"79";"366";"4.6";65
16;"Ninhue";"Nuble";"Ninhue";5414;"5";"23";"4.6";65
10;"Quinchao";"Los Lagos";"Quinchao";8298;"17";"78";"4.6";65
9;"Lonquimay";"La Araucania";"Lonquimay";11049;"16";"72";"4.5";65
4;"Los Vilos";"Coquimbo";"Los Vilos";23374;"57";"255";"4.5";65
4;"Paiguano";"Coquimbo";"Paiguano";4675;"9";"40";"4.4";65
5;"Papudo";"Valparaiso";"Papudo";6201;"10";"44";"4.4";65
10;"Puqueldon";"Los Lagos";"Puqueldon";4201;"13";"57";"4.4";65
6;"Santa Cruz";"Del Libertador General Bernardo OHiggins";"Santa Cruz";41096;"69";"300";"4.3";65
12;"Cabo de Hornos";"Magallanes y la Antartica";"Cabo de Hornos";1983;"3";"13";"4.33";65
16;"Quillon";"Nuble";"Quillon";18777;"37";"160";"4.3";65
4;"Coquimbo";"Coquimbo";"Coquimbo";256735;"352";"1519";"4.3";65
11;"Coyhaique";"Aisen";"Coyhaique";61210;"76";"317";"4.2";65
16;"Coelemu";"Nuble";"Coelemu";16845;"24";"100";"4.2";65
6;"Olivar";"Del Libertador General Bernardo OHiggins";"Olivar";14624;"45";"187";"4.2";65
8;"Nacimiento";"Biobio";"Nacimiento";27944;"86";"349";"4.1";65
8;"Santa Barbara";"Biobio";"Santa Barbara";14592;"43";"174";"4";65
8;"Mulchen";"Biobio";"Mulchen";31041;"140";"561";"4";65
3;"Alto del Carmen";"Atacama";"Alto del Carmen";5729;"14";"56";"4";65
16;"Portezuelo";"Nuble";"Portezuelo";4940;"18";"72";"4";65
11;"Lago Verde";"Aisen";"Lago Verde";920;"1";"4";"4";65
4;"Punitaqui";"Coquimbo";"Punitaqui";12165;"24";"94";"3.9";65
7;"Pelarco";"Maule";"Pelarco";9083;"29";"113";"3.9";65
6;"Peumo";"Del Libertador General Bernardo OHiggins";"Peumo";14952;"18";"70";"3.9";65
3;"Freirina";"Atacama";"Freirina";7681;"18";"70";"3.9";65
6;"Chimbarongo";"Del Libertador General Bernardo OHiggins";"Chimbarongo";37696;"91";"350";"3.8";65
10;"Hualaihue";"Los Lagos";"Hualaihue";9525;"43";"164";"3.8";65
5;"El Quisco";"Valparaiso";"El Quisco";17742;"21";"80";"3.8";65
5;"Santa Maria";"Valparaiso";"Santa Maria";16367;"30";"114";"3.8";65
10;"Quellon";"Los Lagos";"Quellon";29309;"23";"87";"3.8";65
5;"Catemu";"Valparaiso";"Catemu";15213;"34";"128";"3.8";65
9;"Cunco";"La Araucania";"Cunco";18055;"37";"139";"3.8";65
6;"Peralillo";"Del Libertador General Bernardo OHiggins";"Peralillo";11848;"26";"97";"3.7";65
16;"Chillan Viejo";"Nuble";"Chillan Viejo";33827;"117";"436";"3.7";65
6;"La Estrella";"Del Libertador General Bernardo OHiggins";"La Estrella";3114;"7";"26";"3.7";65
16;"San Nicolas";"Nuble";"San Nicolas";12172;"35";"128";"3.7";65
7;"Pencahue";"Maule";"Pencahue";8601;"11";"40";"3.6";65
8;"Laja";"Biobio";"Laja";23873;"88";"319";"3.6";65
7;"Romeral";"Maule";"Romeral";16170;"26";"93";"3.6";65
16;"Pinto";"Nuble";"Pinto";11880;"34";"121";"3.6";65
16;"Coihueco";"Nuble";"Coihueco";28375;"57";"202";"3.5";65
8;"Yumbel";"Biobio";"Yumbel";22132;"50";"177";"3.5";65
5;"Quillota";"Valparaiso";"Quillota";97572;"275";"973";"3.5";65
5;"La Ligua";"Valparaiso";"La Ligua";37739;"79";"278";"3.5";65
9;"Angol";"La Araucania";"Angol";56058;"171";"599";"3.5";65
5;"Rinconada";"Valparaiso";"Rinconada";11263;"12";"42";"3.5";65
9;"Villarrica";"La Araucania";"Villarrica";59103;"141";"491";"3.5";65
4;"Ovalle";"Coquimbo";"Ovalle";121269;"270";"937";"3.5";65
5;"Nogales";"Valparaiso";"Nogales";23490;"58";"201";"3.5";65
4;"La Serena";"Coquimbo";"La Serena";249656;"513";"1775";"3.5";65
6;"Mostazal";"Del Libertador General Bernardo OHiggins";"Mostazal";27462;"44";"151";"3.4";65
16;"San Carlos";"Nuble";"San Carlos";56252;"180";"616";"3.4";65
5;"Hijuelas";"Valparaiso";"Hijuelas";19099;"45";"154";"3.4";65
5;"Putaendo";"Valparaiso";"Putaendo";17645;"38";"130";"3.4";65
9;"Freire";"La Araucania";"Freire";25446;"103";"352";"3.4";65
9;"Carahue";"La Araucania";"Carahue";25486;"66";"224";"3.4";65
8;"Tome";"Biobio";"Tome";58729;"186";"630";"3.4";65
8;"Contulmo";"Biobio";"Contulmo";6330;"8";"27";"3.4";65
7;"Pelluhue";"Maule";"Pelluhue";8092;"30";"101";"3.4";65
8;"Hualqui";"Biobio";"Hualqui";26201;"115";"387";"3.4";65
6;"Graneros";"Del Libertador General Bernardo OHiggins";"Graneros";36504;"78";"262";"3.4";65
9;"Cholchol";"La Araucania";"Cholchol";12341;"35";"117";"3.3";65
3;"Chanaral";"Atacama";"Chanaral";13164;"24";"80";"3.3";65
4;"Vicuna";"Coquimbo";"Vicuna";29741;"54";"178";"3.3";65
10;"Queilen";"Los Lagos";"Queilen";5543;"7";"23";"3.3";65
8;"Quilaco";"Biobio";"Quilaco";4179;"7";"23";"3.3";65
7;"Villa Alegre";"Maule";"Villa Alegre";17512;"24";"78";"3.3";65
13;"Renca";"Metropolitana";"Renca";160847;"674";"2189";"3.2";65
5;"Cartagena";"Valparaiso";"Cartagena";25357;"53";"172";"3.2";65
14;"Lanco";"Los Rios";"Lanco";17652;"107";"347";"3.2";65
9;"Traiguen";"La Araucania";"Traiguen";19314;"54";"174";"3.2";65
6;"Las Cabras";"Del Libertador General Bernardo OHiggins";"Las Cabras";26749;"51";"164";"3.2";65
6;"Quinta de Tilcoco";"Del Libertador General Bernardo OHiggins";"Quinta de Tilcoco";13877;"28";"90";"3.2";65
